Company Name,Job Title,Average Salary,Industry,Location,Min Salary,Max Salary
NVIDIA,Senior HR Data Analyst,150.0,Computer Hardware & Software,"Santa Clara, CA",110,190
Risk Management Solutions (RMS),Sr. Data Analyst - Growth & Adoption,150.0,Enterprise Software & Network Solutions,"Newark, CA",110,190
LeanData,Data Analyst,150.0,Enterprise Software & Network Solutions,"Santa Clara, CA",110,190
Alteryx,"Data Analyst, Product Insights",150.0,Enterprise Software & Network Solutions,"Redwood City, CA",110,190
Bandai Namco Entertainment America,Senior Data Analyst,150.0,Sports & Recreation,"Santa Clara, CA",110,190
Kelly,Data and User Acceptance Test Analyst,150.0,Staffing & Outsourcing,"Cupertino, CA",110,190
Tesla Motors,Data Analyst,150.0,Transportation Equipment Manufacturing,"Fremont, CA",110,190
L&T Infotech,Data Analyst,150.0,IT Services,"San Jose, CA",110,190
IntraEdge,Data Analyst,150.0,IT Services,"Menlo Park, CA",110,190
Connor Group,Data Analyst,150.0,Accounting,"Santa Clara, CA",110,190
"Joomag, Inc.",Marketing Data Analyst,150.0,IT Services,"San Jose, CA",110,190
Cognoa,Tableau Data Analyst Intern,150.0,Health Care Services & Hospitals,"Palo Alto, CA",110,190
ICONMA,Data Analyst I,150.0,Staffing & Outsourcing,"Cupertino, CA",110,190
Moveworks,AI Insights Data Analyst,150.0,Enterprise Software & Network Solutions,"Mountain View, CA",110,190
Ursus,"Data Analyst (SQL, Hive)",150.0,IT Services,"Menlo Park, CA",110,190
Nuro,"Data Analyst, Autonomy Operations",150.0,Computer Hardware & Software,"Mountain View, CA",110,190
"TalentBurst, Inc.",Data Analyst I,150.0,IT Services,"Cupertino, CA",110,190
Randstad,Data Analyst,150.0,Staffing & Outsourcing,"Sunnyvale, CA",110,190
BayOne Solutions,Data Analyst,150.0,IT Services,"Sunnyvale, CA",110,190
Zipongo,Data Analyst,150.0,Health Care Services & Hospitals,"San Jose, CA",110,190
Logic Planet,Data Analyst,150.0,IT Services,"San Jose, CA",110,190
Netflix,Senior Data Analyst Studio Finance Engineering,150.0,Internet,"Los Gatos, CA",110,190
Kaygen Inc.,Data Analyst,150.0,Consulting,"San Jose, CA",110,190
"Iconma, L.L.C.",Data Analyst,150.0,Staffing & Outsourcing,"Sunnyvale, CA",110,190
Diverse Lynx,Data Analyst,150.0,IT Services,"San Jose, CA",110,190
Adwait Algorithm,Data Analyst,120.0,IT Services,"Santa Clara, CA",89,151
"Netflix, Inc.",Senior Data Analyst - Studio Finance Engineering,120.0,Internet,"Los Gatos, CA",89,151
TechNet Inc.,Data Analyst,120.0,Staffing & Outsourcing,"San Jose, CA",89,151
Apple,"Apple Media Products (AMP) - Big Data Analyst, Analytics Engineering",120.0,Computer Hardware & Software,"Santa Clara, CA",89,151
"PDS Tech, Inc.",Data Analyst,120.0,Staffing & Outsourcing,"Cupertino, CA",89,151
Power Integrations,Data Analyst,120.0,Electrical & Electronic Manufacturing,"San Jose, CA",89,151
Infotree Service Inc,Business Data Analyst,120.0,Advertising & Marketing,"San Jose, CA",89,151
Accounting Principals,Data Analyst,120.0,Staffing & Outsourcing,"San Jose, CA",89,151
Collabera,Data Analyst,120.0,IT Services,"Sunnyvale, CA",89,151
Lorven Technologies Inc,Data Analyst,120.0,Accounting,"San Jose, CA",89,151
Crystal Equation,Data Analyst II,120.0,IT Services,"Menlo Park, CA",89,151
Frontend Arts,Data Analyst,120.0,Enterprise Software & Network Solutions,"San Jose, CA",89,151
Wider Circle,Data Analyst,120.0,"Health, Beauty, & Fitness","Redwood City, CA",89,151
Poshmark,Finance & Accounting Data Analyst,120.0,Internet,"Redwood City, CA",89,151
Artech LLC,Data Analyst,120.0,Staffing & Outsourcing,"Sunnyvale, CA",89,151
BayOne Solutions,Business Data Analyst,120.0,IT Services,"San Jose, CA",89,151
Zolon Tech Solutions Inc.,Data Analyst,120.0,IT Services,"Cupertino, CA",89,151
"Staffigo Technical Services, LLC",Junior Data Analyst,120.0,IT Services,"San Jose, CA",89,151
Apple,Financial Data Analyst,120.0,Computer Hardware & Software,"Santa Clara, CA",89,151
Apple,Sr. Data Scientist/Analyst,120.0,Computer Hardware & Software,"Santa Clara, CA",89,151
Lodestone,Data Quality Analyst,120.0,Internet,"Menlo Park, CA",89,151
SAP,Data Analyst Intern,120.0,Computer Hardware & Software,"Palo Alto, CA",89,151
Calsoft Labs,Data Analyst I (German),120.0,IT Services,"Cupertino, CA",89,151
"Staffigo Technical Services, LLC",Data Analyst,120.0,IT Services,"San Jose, CA",89,151
Exact Sciences Corporation,Biomedical Data Analyst I - Temporary,120.0,Health Care Services & Hospitals,"Redwood City, CA",89,151
Stanford University,Data Analyst 2,98.0,Colleges & Universities,"Stanford, CA",69,127
Softcom Systems,Supply Chain Data Analyst,98.0,IT Services,"San Jose, CA",69,127
"John Wiley & Sons, Inc.",Research & Data Analyst Lead,98.0,Publishing,"Los Gatos, CA",69,127
Cadence Design Systems,Advance Data Analyst,98.0,Computer Hardware & Software,"San Jose, CA",69,127
Tech Firefly,Data Analyst,98.0,IT Services,"Palo Alto, CA",69,127
Apple,Maps Evaluation Data Analyst,98.0,Computer Hardware & Software,"Santa Clara, CA",69,127
Robinhood,Financial Data Analyst,98.0,Brokerage Services,"Menlo Park, CA",69,127
Stanford School of Medicine,Bioinformatician/Research Data Analyst 1,98.0,Colleges & Universities,"Stanford, CA",69,127
Apple,Data Engineering/Analyst- Apple Cloud Services,98.0,Computer Hardware & Software,"Santa Clara, CA",69,127
CyberCoders,Data Analyst,98.0,Staffing & Outsourcing,"Redwood City, CA",69,127
Beezwax Datatools,Technical Data Analyst,98.0,Computer Hardware & Software,"Cupertino, CA",69,127
APN Software Services Inc.,Data Analyst 1,98.0,Computer Hardware & Software,"Redwood City, CA",69,127
"TalentBurst, Inc.",Data Quality Analyst,98.0,IT Services,"Mountain View, CA",69,127
"US Tech Solutions, Inc",Data Analyst,98.0,Staffing & Outsourcing,"Sunnyvale, CA",69,127
Russell Tobin & Associates,Data Analyst- German Fluency,98.0,Staffing & Outsourcing,"Cupertino, CA",69,127
Milestone Technologies Inc.,Data Analyst lll,98.0,IT Services,"Fremont, CA",69,127
Stanford University School of Medicine,Bioinformatician-Research Data Analyst 1,98.0,Colleges & Universities,"Stanford, CA",69,127
Robert Half,Data Analyst,98.0,Staffing & Outsourcing,"Sunnyvale, CA",69,127
Technosoft Corporation,Data Analyst/Technical Product Owner,98.0,IT Services,"San Jose, CA",69,127
AbbVie,Sr. Data Warehouse Analyst,98.0,Biotech & Pharmaceuticals,"Sunnyvale, CA",69,127
Method360,Master Data Analyst,98.0,IT Services,"San Jose, CA",69,127
SRA OSS,Market Data Analyst - Global Securities Master (GSM),98.0,IT Services,"San Jose, CA",69,127
Adwait Algorithm,Technical Business or Data Analyst,98.0,IT Services,"Santa Clara, CA",69,127
Apple,Senior BI and Data Analyst,98.0,Computer Hardware & Software,"Santa Clara, CA",69,127
"Armada Group, Inc.",Sr. Data Analyst,98.0,IT Services,"San Jose, CA",69,127
Zoom,"Senior Data Analytics Analyst, Revenue",72.0,IT Services,"San Jose, CA",51,93
Enjoy Technology,Senior Data Analyst,72.0,Consumer Electronics & Appliances Stores,"Palo Alto, CA",51,93
Apple,"Senior Business/Data Analyst - WW Sales Finance Process, Analytics, and Reporting",72.0,Computer Hardware & Software,"Santa Clara, CA",51,93
Apex Systems,Data Analyst II,72.0,Staffing & Outsourcing,"Menlo Park, CA",51,93
Cadence Design Systems,Advance Data Analyst HSV Materials Customer Support fs),72.0,Computer Hardware & Software,"San Jose, CA",51,93
Verb Surgical,Software Test Engineer - Data Analyst,72.0,Health Care Services & Hospitals,"Mountain View, CA",51,93
AbbVie,Data Warehouse Analyst,72.0,Biotech & Pharmaceuticals,"Sunnyvale, CA",51,93
Introlligent Inc.,Data and User Acceptance Testing Analyst,72.0,Advertising & Marketing,"Cupertino, CA",51,93
Amazon,Senior Data Analyst,72.0,Internet,"East Palo Alto, CA",51,93
IT Coalition,Documentation/Data Analyst,72.0,Accounting,"Pleasanton, CA",51,93
Lorven Technologies Inc,SQL Data Analyst,72.0,Accounting,"Pleasanton, CA",51,93
Tachyon Technologies LLC,Data Analyst Tableau/Power BI,72.0,IT Services,"San Jose, CA",51,93
Mackin,"Business Analyst - MDM, Data Governance",72.0,Architectural & Engineering Services,"Sunnyvale, CA",51,93
Lark Health,Senior Data Analyst (Remote OK),72.0,Health Care Services & Hospitals,"Mountain View, CA",51,93
Mizuho OSI,SAP Materials Master Data Analyst - Temp,72.0,Industrial Manufacturing,"Union City, CA",51,93
Splunk,"Senior Data Analyst, People Analytics",72.0,Enterprise Software & Network Solutions,"San Jose, CA",51,93
Course Hero,Senior Data Analyst (Product Analytics),72.0,Colleges & Universities,"Redwood City, CA",51,93
"Armada Group, Inc.",Senior Data Analyst,72.0,IT Services,"San Jose, CA",51,93
Vaco,Data Analyst - Bilingual English and Italian,72.0,Consulting,"Palo Alto, CA",51,93
Intuit,Senior Business Data Analyst,72.0,Computer Hardware & Software,"Mountain View, CA",51,93
Stanford Health Care,Master Data Management Analyst,72.0,Health Care Services & Hospitals,"Palo Alto, CA",51,93
Cepheid,Sr. HR Data Analyst,72.0,Biotech & Pharmaceuticals,"Sunnyvale, CA",51,93
Kaygen Inc.,Lead Data Analyst,72.0,Consulting,"Milpitas, CA",51,93
Vaco,Data Analyst - Bilingual English and Norwegian,72.0,Consulting,"Palo Alto, CA",51,93
Kelly,Data and User Acceptance Test Analyst,75.5,Staffing & Outsourcing,"Cupertino, CA",58,93
Kaiser Permanente,Sr Consulting Data Analyst,75.5,Health Care Services & Hospitals,"Union City, CA",58,93
Lodestone,Data Quality Analyst - Spanish,75.5,Internet,"Menlo Park, CA",58,93
Enquero Inc,Sr. Data Analyst,75.5,Enterprise Software & Network Solutions,"Milpitas, CA",58,93
International Consulting Group (San Jose),Regulatory Data Analyst,75.5,Advertising & Marketing,"Cupertino, CA",58,93
DynPro Inc.,"Sr. BI Business Analyst/Data Visualization Expert Initial Remote position at San Jose, CA for an year long proect.",75.5,IT Services,"San Jose, CA",58,93
eHealth,Sr Data Analyst,75.5,Insurance Agencies & Brokerages,"Santa Clara, CA",58,93
Centrillion,Bioinformatics Data Analyst,75.5,Biotech & Pharmaceuticals,"Palo Alto, CA",58,93
Enquero Inc,Lead Data Analyst,75.5,Enterprise Software & Network Solutions,"Milpitas, CA",58,93
Creative Circle,Data Analyst - Redwood City via Company Shuttle!,75.5,Staffing & Outsourcing,"Mountain View, CA",58,93
Mizuho OSI,SAP Materials Master Data Analyst (Temp),75.5,Industrial Manufacturing,"Union City, CA",58,93
eTeam Inc.,RM - Data Maintenance Analyst,75.5,Staffing & Outsourcing,"Mountain View, CA",58,93
SOFTHQ INC,Data Analyst with Teradata Exp,75.5,Computer Hardware & Software,"Sunnyvale, CA",58,93
Creative Circle,Data Analyst (Fluent in German),75.5,Staffing & Outsourcing,"Sunnyvale, CA",58,93
"Staffigo Technical Services, LLC",Data Analyst Junior,75.5,IT Services,"San Jose, CA",58,93
Fortinet,"Sr. Analyst, Data Governance",75.5,Computer Hardware & Software,"Sunnyvale, CA",58,93
Crystal Equation,Data Analyst - MPK,75.5,IT Services,"Menlo Park, CA",58,93
Apple,"Senior Market Research Analyst, Data Insights",75.5,Computer Hardware & Software,"Santa Clara, CA",58,93
Vaco,Data Analyst - Bilingual English and Danish,75.5,Consulting,"Palo Alto, CA",58,93
Cloudious LLC,Lead Data Analyst,75.5,IT Services,"Milpitas, CA",58,93
Akorbi,Jr. Software Data/Operations Analyst Opportunity MTV,75.5,Consulting,"Mountain View, CA",58,93
Google,"Senior Global Data Analyst, People Operations",75.5,Internet,"Mountain View, CA",58,93
"ICONMA, LLC",Data Analyst III,75.5,Staffing & Outsourcing,"Redwood City, CA",58,93
Anzu Global,German Speaking Data Analyst J,75.5,Consulting,"Cupertino, CA",58,93
Omega Solutions,Senior Data Analyst Data Warehouse Consultant,75.5,IT Services,"Santa Clara, CA",58,93
"Cadence Design Systems, Inc.",Advance Data Analyst - HSV Materials Customer Support,75.5,Computer Hardware & Software,"San Jose, CA",58,93
Lorven Technologies Inc,Data Analyst QA,75.5,Accounting,"Pleasanton, CA",58,93
"GenapSys, Inc.",Signal Processing Engineer/Data Analyst,89.5,Biotech & Pharmaceuticals,"Redwood City, CA",63,116
Vaco,Data Analyst - Bilingual English and Indonesian,89.5,Consulting,"Palo Alto, CA",63,116
Optima Global Solutions,Senior Data Analyst/Data Warehouse Consultant,89.5,IT Services,"San Jose, CA",63,116
i-CST,Information Security Data Analyst,89.5,Staffing & Outsourcing,"Campbell, CA",63,116
Apex Systems,Strategic Sourcing Data Analyst,89.5,Staffing & Outsourcing,"Menlo Park, CA",63,116
Alexza Pharmaceuticals,Sr QC Analyst (Data Reviewer),89.5,Biotech & Pharmaceuticals,"Mountain View, CA",63,116
Infotech Sourcing,Data Analyst III,89.5,"Health, Beauty, & Fitness","Fremont, CA",63,116
Ampcus Incorporated,Senior Data Analyst/Data Warehouse Consultant,89.5,Consulting,"San Jose, CA",63,116
Vaco,Data Analyst - Bilingual English and Finnish,89.5,Consulting,"Palo Alto, CA",63,116
Kaygen Inc.,Lead Data Analyst (Enterprise Product Master Data Steward),89.5,Consulting,"Santa Clara, CA",63,116
Yochana,BI Business/Data Analyst Lead with hands on SQL,89.5,Staffing & Outsourcing,"Mountain View, CA",63,116
Bill.Com,Senior Risk Data Analyst,89.5,Financial Transaction Processing,"Palo Alto, CA",63,116
Diverse Lynx,SAP Sr Master Data Functional Analyst,89.5,IT Services,"Santa Clara, CA",63,116
Lorven Technologies Inc,CCPA Data Analyst,89.5,Accounting,"Pleasanton, CA",63,116
Apple,Senior Quantitative Data Analyst,89.5,Computer Hardware & Software,"Santa Clara, CA",63,116
Infotree Service Inc,"SAP MDG Business Analyst , Master Data Management",89.5,Advertising & Marketing,"Palo Alto, CA",63,116
APN Software Services Inc.,Data Analyst-IT II,89.5,Computer Hardware & Software,"Redwood City, CA",63,116
eBay,Reconciliation Data Operations Analyst,59.0,Internet,"Austin, TX",42,76
Healthgrades,Senior Claims Data Analyst,59.0,Internet,"Austin, TX",42,76
Pushnami,Business Data Analyst,59.0,Advertising & Marketing,"Austin, TX",42,76
MedSeek,Data Quality Analyst,59.0,Computer Hardware & Software,"Austin, TX",42,76
TikTok,Ad Integrity Data Analyst-ATX,59.0,Internet,"Austin, TX",42,76
Assembly,Junior Data Analyst,59.0,Advertising & Marketing,"Austin, TX",42,76
Texas Health & Human Services Commission,Junior Data Analyst,59.0,State & Regional Agencies,"Austin, TX",42,76
OnlineMedEd,Data Analyst - People Analytics,59.0,Colleges & Universities,"Austin, TX",42,76
Taskrabbit,"Data Analyst, Trust & Safety",59.0,Internet,"Austin, TX",42,76
Texas Health and Human Services Commission,Data Analyst I,59.0,State & Regional Agencies,"Austin, TX",42,76
Zynga,Data Analyst,59.0,Video Games,"Austin, TX",42,76
Cypress HCM,Data Analyst (Remote),59.0,Staffing & Outsourcing,"Austin, TX",42,76
KGS,EDI Data Analyst,59.0,Investment Banking & Asset Management,"Austin, TX",42,76
Central Health,Data Analyst,59.0,Health Care Services & Hospitals,"Austin, TX",42,76
Teacher Retirement System of Texas,Business Intelligence and Data Analyst,59.0,Investment Banking & Asset Management,"Austin, TX",42,76
Texas Health & Human Services Commission,Data Analyst,59.0,State & Regional Agencies,"Austin, TX",42,76
CYNET SYSTEMS,Data Analyst,59.0,IT Services,"Austin, TX",42,76
Assembly,Junior Data Analyst,59.0,Advertising & Marketing,"Austin, TX",42,76
Pushnami,"Data Reporting Analyst, BI",59.0,Advertising & Marketing,"Austin, TX",42,76
Lightspeed Systems,Data Analyst,59.0,Computer Hardware & Software,"Austin, TX",42,76
Global Resale,Data & Reporting Analyst,59.0,Computer Hardware & Software,"Austin, TX",42,76
"Staffigo Technical Services, LLC",Junior Data Analyst,59.0,IT Services,"Austin, TX",42,76
GroupBy Inc.,Data Strategy Analyst,59.0,Enterprise Software & Network Solutions,"Austin, TX",42,76
Wargaming,Live Operations Data Analyst,59.0,Video Games,"Austin, TX",42,76
"Staffigo Technical Services, LLC",Data Analyst,59.0,IT Services,"Austin, TX",42,76
TalentCare,Business Intelligence Analyst / Data Analyst,59.0,Health Care Services & Hospitals,"Austin, TX",42,76
Robert Half,Data Analyst,59.0,Staffing & Outsourcing,"Austin, TX",42,76
Facebook,"Data Analyst, Law Enforcement Response Team",78.5,Internet,"Austin, TX",53,104
Tech Firefly,Data Lineage Analyst,78.5,IT Services,"Austin, TX",53,104
Superior HealthPlan,Data Analyst II,78.5,Health Care Services & Hospitals,"Austin, TX",53,104
Texas Facilities Commission,Data Analyst II,78.5,State & Regional Agencies,"Austin, TX",53,104
Texas Health & Human Services Commission,Data Analyst V,78.5,State & Regional Agencies,"Austin, TX",53,104
911 Datamaster Inc,9-1-1 Data Analyst,78.5,Computer Hardware & Software,"Austin, TX",53,104
Q2eBanking,Data Migration Analyst,78.5,Investment Banking & Asset Management,"Austin, TX",53,104
Santanna Energy Services,Junior Data Analyst,78.5,Energy,"Austin, TX",53,104
Healthgrades,Data Quality Analyst,78.5,Internet,"Austin, TX",53,104
TEXAS EDUCATION AGENCY,TSDS Data QA Analyst (Data Analyst IV),78.5,State & Regional Agencies,"Austin, TX",53,104
Vsion Technologies Inc,MDM/Master Data Analyst ( Tibco EBX ),78.5,IT Services,"Austin, TX",53,104
NVIDIA,Senior Cloud Data Analyst,78.5,Computer Hardware & Software,"Austin, TX",53,104
"ARK Solutions, Inc.",Data Analyst/Data Entry/Federal Data Entry/Data Specialist,78.5,Consulting,"Austin, TX",53,104
Texas Health & Human Services Commission,Data Analyst III,78.5,State & Regional Agencies,"Austin, TX",53,104
Centene Corporation,Data Analyst II,78.5,Insurance Carriers,"Austin, TX",53,104
"Avacend, Inc.",Data Analyst / Data Management /ETL / Talend /Alteryx,78.5,Staffing & Outsourcing,"Austin, TX",53,104
"Avacend, Inc.",Data Analyst,78.5,Staffing & Outsourcing,"Austin, TX",53,104
Bazaarvoice,Senior Data Analyst,78.5,Enterprise Software & Network Solutions,"Austin, TX",53,104
MedSeek,Senior Claims Data Analyst,78.5,Computer Hardware & Software,"Austin, TX",53,104
Gemalto,Associate SalesForce.com Data Steward & Analyst,78.5,Computer Hardware & Software,"Austin, TX",53,104
Lawnstarter,Lead Data Analyst,78.5,Internet,"Austin, TX",53,104
CloudFlare,Senior Data Analyst,78.5,Internet,"Austin, TX",53,104
Sonic Healthcare USA,Managed Care Data Analyst,38.5,Health Care Services & Hospitals,"Austin, TX",35,42
Ascension,Technical Data Analyst,38.5,Health Care Services & Hospitals,"Austin, TX",35,42
TxDOT,Strategic Data Analyst III - Strategic Planning Divsion,38.5,State & Regional Agencies,"Austin, TX",35,42
