,Job Title,Salary Estimate,Company Name,Location,Size,Type of ownership,Industry,Sector
1854,Business Data Analyst,$53K-$99K (Glassdoor est.),"PCR Staffing
5.0","Huntersville, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1855,Senior Data Analyst,$53K-$99K (Glassdoor est.),"Randstad
3.6","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services
1856,Senior Business Analyst / Data Analyst,$53K-$99K (Glassdoor est.),"Kforce
4.1","Charlotte, NC",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services
1857,Data Visualization Analyst - N.,$53K-$99K (Glassdoor est.),"Vaco Technology
3.3","Charlotte, NC",501 to 1000 employees,Company - Private,Consulting,Business Services
1858,Application Programmer V/ Senior Data Analyst,$53K-$99K (Glassdoor est.),"DATA Inc.
4.3","Charlotte, NC",501 to 1000 employees,Company - Private,IT Services,Information Technology
1859,Trust Application Data Analyst,$53K-$99K (Glassdoor est.),"Infovisa, Inc.
2.3","Charlotte, NC",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1860,Data Analyst,$53K-$99K (Glassdoor est.),,"Mooresville, NC",-1,-1,-1,-1
1861,Data Analyst 127909,$53K-$99K (Glassdoor est.),"Open Systems Technologies (NYC)
3.2","Charlotte, NC",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1862,Item Data Maintenance Analyst,$53K-$99K (Glassdoor est.),"Lowe's
3.3","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail
1863,Marketing Data Analyst - Remote,$53K-$99K (Glassdoor est.),SGA Inc.,"Charlotte, NC",1 to 50 employees,Company - Private,Architectural & Engineering Services,Business Services
1864,Technical Data Analyst,$53K-$99K (Glassdoor est.),"American Tire Distributors
2.8","Huntersville, NC",1001 to 5000 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics
1865,Data Analyst,$53K-$99K (Glassdoor est.),Trovetechs Inc,"Charlotte, NC",-1,-1,-1,-1
1866,Data Analyst Junior,$53K-$99K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Charlotte, NC",51 to 200 employees,Company - Private,IT Services,Information Technology
1867,Senior Data Analyst,$53K-$99K (Glassdoor est.),"Driven Brands
1.8","Charlotte, NC",1001 to 5000 employees,Company - Private,Automotive Parts & Accessories Stores,Retail
1868,Business + Data Analyst,$53K-$99K (Glassdoor est.),"Tachyon Technologies LLC
4.4","Charlotte, NC",201 to 500 employees,Company - Private,IT Services,Information Technology
1869,Data Stewardship Senior Analyst,$53K-$99K (Glassdoor est.),Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1
1870,Data Analyst [Administrative],$53K-$99K (Glassdoor est.),Tax Management Assoc,"Charlotte, NC",-1,-1,-1,-1
1871,"Analyst, Product Content Data Quality",$53K-$99K (Glassdoor est.),"Lowe's
3.3","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail
1872,"QA Analyst Big Data/ETL - Charlotte, NC (W2 ONLY)",$53K-$99K (Glassdoor est.),"Canvas InfoTech Inc.
4.1","Charlotte, NC",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services
1873,Data Stewardship Senior Analyst,$53K-$99K (Glassdoor est.),dataBridge,"Charlotte, NC",1 to 50 employees,Other Organization,-1,-1
1874,Big data analyst,$53K-$99K (Glassdoor est.),Data Bridge Consultants,"Charlotte, NC",-1,-1,-1,-1
1875,Reporting /Data Analyst,$53K-$99K (Glassdoor est.),"PruTech Solutions, Inc.
3.8","Charlotte, NC",201 to 500 employees,Company - Private,IT Services,Information Technology
1876,Application Architect V/ Data Analyst,$53K-$99K (Glassdoor est.),"DATA Inc.
4.3","Charlotte, NC",501 to 1000 employees,Company - Private,IT Services,Information Technology
1877,Sr. Data Technology Analyst,$53K-$99K (Glassdoor est.),"Bank of America
3.7","Charlotte, NC",10000+ employees,Company - Public,Banks & Credit Unions,Finance
1878,"Data Optimization Analyst (Position In Hickory, NC)",$53K-$99K (Glassdoor est.),"Transportation Insight
3.7","Charlotte, NC",51 to 200 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics
1879,Technology Control Analyst - AVP (Chief Data Office),$40K-$74K (Glassdoor est.),"MUFG
3.1","Charlotte, NC",10000+ employees,Company - Public,Banks & Credit Unions,Finance
1880,DIGITAL DATA/INSIGHTS ANALYST,$40K-$74K (Glassdoor est.),"Midan Marketing
3.0","Mooresville, NC",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
1881,Big data analyst,$40K-$74K (Glassdoor est.),dataBridge,"Charlotte, NC",1 to 50 employees,Other Organization,-1,-1
1882,Data Mgmt Analyst w/Traded Products,$40K-$74K (Glassdoor est.),"Signature Consultants
3.6","Charlotte, NC",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1883,Data Governance Business Information Analyst,$40K-$74K (Glassdoor est.),"Brighthouse Financial
3.8","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance
1884,Data Analyst with Security Clearance,$40K-$74K (Glassdoor est.),"Accenture Federal Services
3.6","Charlotte, NC",1001 to 5000 employees,Subsidiary or Business Segment,IT Services,Information Technology
1885,"Data Analyst, Data Activation",$40K-$74K (Glassdoor est.),"Lowe's
3.3","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail
1886,QA Analyst with MongoDB / Big Data,$40K-$74K (Glassdoor est.),"PruTech Solutions, Inc.
3.8","Charlotte, NC",201 to 500 employees,Company - Private,IT Services,Information Technology
1887,"Sr. Analyst, Product Content Data Quality",$40K-$74K (Glassdoor est.),"Lowe's
3.3","Mooresville, NC",10000+ employees,Company - Public,Home Centers & Hardware Stores,Retail
1888,Data Visualization Analyst,$57K-$104K (Glassdoor est.),"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
1889,Digital Marketing & ECommerce Data Analyst,$57K-$104K (Glassdoor est.),"Vionic Group
3.6","San Rafael, CA",51 to 200 employees,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail
1890,Senior Data Analyst,$57K-$104K (Glassdoor est.),"Life360
3.9","San Francisco, CA",51 to 200 employees,Company - Public,Internet,Information Technology
1891,Data Analyst,$57K-$104K (Glassdoor est.),"NCSOFT
3.0","San Mateo, CA",1001 to 5000 employees,Company - Public,Video Games,Media
1892,Senior Data Analyst,$57K-$104K (Glassdoor est.),"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
1893,Data Analyst,$57K-$104K (Glassdoor est.),"LaunchDarkly
5.0","Oakland, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1894,Data Analyst,$57K-$104K (Glassdoor est.),"Edmodo
3.8","San Mateo, CA",51 to 200 employees,Company - Private,Education Training Services,Education
1895,Data Analyst,$57K-$104K (Glassdoor est.),"Doximity
4.6","San Francisco, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1896,Sr. Data Analyst (Marketing Department),$57K-$104K (Glassdoor est.),"Freedom Financial Network
3.5","San Mateo, CA",1001 to 5000 employees,Company - Private,Investment Banking & Asset Management,Finance
1897,Immediate Need For Data Analyst,$57K-$104K (Glassdoor est.),"AppleOne
3.3","San Francisco, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1898,"Senior Analyst, Data & Analytics",$57K-$104K (Glassdoor est.),"PubNub
4.1","San Francisco, CA",51 to 200 employees,Company - Private,Internet,Information Technology
1899,Data Analyst/Engineer,$57K-$104K (Glassdoor est.),"SigmaWay
4.1","San Francisco, CA",1 to 50 employees,Company - Private,-1,-1
1900,Mid-Level Data Analyst,$57K-$104K (Glassdoor est.),"Giving Assistant
4.8","San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services
1901,Data Analyst,$57K-$104K (Glassdoor est.),"nWay
3.7","San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1902,Healthcare Data Analyst,$57K-$104K (Glassdoor est.),"Perficient
3.6","San Francisco, CA",1001 to 5000 employees,Company - Public,IT Services,Information Technology
1903,Data Analyst,$57K-$104K (Glassdoor est.),"Mindstrong
3.6","San Francisco, CA",51 to 200 employees,Company - Private,IT Services,Information Technology
1904,Product Data Analyst,$57K-$104K (Glassdoor est.),"LiveCareer
3.9","San Francisco, CA",501 to 1000 employees,Company - Private,Internet,Information Technology
1905,Data Analyst,$57K-$104K (Glassdoor est.),"Mondo
3.8","San Francisco, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1906,Data Analyst,$57K-$104K (Glassdoor est.),"Spin
4.0","San Francisco, CA",501 to 1000 employees,Company - Private,Computer Hardware & Software,Information Technology
1907,Temporary Part Time Data Analyst (Remote - North & South America),$57K-$104K (Glassdoor est.),"Elevate Labs
5.0","San Francisco, CA",1 to 50 employees,Company - Private,Computer Hardware & Software,Information Technology
1908,Data Analyst (Finance),$57K-$104K (Glassdoor est.),"Deliverr Inc
4.9","San Francisco, CA",51 to 200 employees,Company - Private,Logistics & Supply Chain,Transportation & Logistics
1909,Data Analyst,$57K-$104K (Glassdoor est.),"Angaza
4.6","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1910,User Acquisition Data Analyst,$57K-$104K (Glassdoor est.),"Mondo
3.8","San Francisco, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1911,Data Analyst,$57K-$104K (Glassdoor est.),"Snowflake Computing
4.0","San Mateo, CA",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1912,"Data Analyst, Remote East Coast",$57K-$104K (Glassdoor est.),"CBRE
3.7","San Francisco, CA",10000+ employees,Company - Public,Real Estate,Real Estate
1913,Data Analyst,$57K-$104K (Glassdoor est.),"Duetto
4.5","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1914,Data Analyst Chemist - Quality System Contractor,$57K-$104K (Glassdoor est.),"Rodan and Fields, LLC
2.3","San Francisco, CA",501 to 1000 employees,Company - Private,Beauty & Personal Accessories Stores,Retail
1915,DATA Analyst-Remote,$99K-$178K (Glassdoor est.),SGA Inc.,"San Francisco, CA",1 to 50 employees,Company - Private,Architectural & Engineering Services,Business Services
1916,Data Analyst,$99K-$178K (Glassdoor est.),"Veem
4.1","San Francisco, CA",51 to 200 employees,Company - Private,Financial Transaction Processing,Finance
1917,Operations Data Analyst,$99K-$178K (Glassdoor est.),"Coinbase
4.0","San Francisco, CA",501 to 1000 employees,Company - Private,Internet,Information Technology
1918,Product Data Analyst,$99K-$178K (Glassdoor est.),"Trifacta
3.6","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology
1919,Data Scientist/Analyst - Wilbur Labs,$99K-$178K (Glassdoor est.),"Wilbur Labs
5.0","San Francisco, CA",1 to 50 employees,Company - Private,Internet,Information Technology
1920,Data Analyst,$99K-$178K (Glassdoor est.),"Hinge Health
4.4","San Francisco, CA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care
1921,Marketing Data Analyst,$99K-$178K (Glassdoor est.),"User Testing
3.3","San Francisco, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1922,Data Analyst,$99K-$178K (Glassdoor est.),Pair-Tek,"San Francisco, CA",-1,-1,-1,-1
1923,Data and Reporting Analyst,$99K-$178K (Glassdoor est.),"Shorenstein Realty Services L.P.
3.8","San Francisco, CA",201 to 500 employees,Company - Private,Real Estate,Real Estate
1924,Business Data Analyst,$99K-$178K (Glassdoor est.),"PlushCare
3.5","San Francisco, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care
1925,Research Data Analyst,$99K-$178K (Glassdoor est.),"UCSF Medical Center
4.1","San Francisco, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
1926,Data Analyst,$99K-$178K (Glassdoor est.),"Motiv Power Systems
4.6","San Francisco, CA",51 to 200 employees,Company - Private,Electrical & Electronic Manufacturing,Manufacturing
1927,Data Analyst,$99K-$178K (Glassdoor est.),"Upstart
4.2","San Mateo, CA",201 to 500 employees,Company - Private,Lending,Finance
1928,Business Intelligence Data Modeler/Analyst,$99K-$178K (Glassdoor est.),"Credible
4.3","San Francisco, CA",51 to 200 employees,Company - Public,Lending,Finance
1929,Data Studio Analyst,$99K-$178K (Glassdoor est.),"Priceonomics
5.0","San Francisco, CA",1 to 50 employees,Company - Private,Internet,Information Technology
1930,Data Analyst,$99K-$178K (Glassdoor est.),"Applicantz, Inc.","San Francisco, CA",51 to 200 employees,Company - Public,-1,-1
1931,Product Data Analyst,$99K-$178K (Glassdoor est.),"BOLD
3.7","San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology
1932,Data Analyst,$99K-$178K (Glassdoor est.),Parsoft LLC,"San Francisco, CA",Unknown,Company - Public,-1,-1
1933,Clinical Data Analyst,$99K-$178K (Glassdoor est.),"Flatiron Health
4.0","San Francisco, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
1934,Data Analyst,$99K-$178K (Glassdoor est.),"thredUP
3.9","Oakland, CA",1001 to 5000 employees,Company - Private,"Department, Clothing, & Shoe Stores",Retail
1935,Data Analyst,$99K-$178K (Glassdoor est.),"Artech LLC
3.9","San Francisco, CA",5001 to 10000 employees,Company - Private,Staffing & Outsourcing,Business Services
1936,Data Analyst,$99K-$178K (Glassdoor est.),"ICONMA
3.6","San Francisco, CA",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services
1937,Data Systems Analyst,$99K-$178K (Glassdoor est.),"UCSF Medical Center
4.1","San Francisco, CA",10000+ employees,Hospital,Health Care Services & Hospitals,Health Care
1938,Data Analyst,$99K-$178K (Glassdoor est.),"The Voleon Group
4.6","Berkeley, CA",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance
1939,Senior Data Analyst,$99K-$178K (Glassdoor est.),"Redfin
3.4","San Francisco, CA",1001 to 5000 employees,Company - Public,Real Estate,Real Estate
1940,Data Analyst (College & Foundation Reporting),$99K-$178K (Glassdoor est.),Albany Charter School Network,"Oakland, CA",-1,-1,-1,-1
1941,Senior Data Analyst,$99K-$178K (Glassdoor est.),"Twitter
4.0","San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,Information Technology
1942,Research Data Analyst,$99K-$178K (Glassdoor est.),"UC San Francisco
4.1","San Francisco, CA",10000+ employees,College / University,-1,-1
1943,Data Analyst - Health,$93K-$159K (Glassdoor est.),"Impaq International, Llc
3.4","Oakland, CA",201 to 500 employees,Company - Private,Consulting,Business Services
1944,Operations Data Analyst,$93K-$159K (Glassdoor est.),"Turn/River Capital
5.0","San Francisco, CA",1 to 50 employees,Company - Private,Venture Capital & Private Equity,Finance
1945,Data Analyst,$93K-$159K (Glassdoor est.),"Diverse Lynx
3.9","San Francisco, CA",501 to 1000 employees,Company - Private,IT Services,Information Technology
1946,"Data Analyst, Data & Analytics (Advanced Analytics) Manager (Multiple Positions)",$93K-$159K (Glassdoor est.),"EY
3.8","San Francisco, CA",10000+ employees,Company - Private,Accounting,Accounting & Legal
1947,Data Analyst,$93K-$159K (Glassdoor est.),"RGP
4.1","San Francisco, CA",1001 to 5000 employees,Company - Public,Consulting,Business Services
1948,Business Data Analyst - Senior/Director - Work from Remote,$93K-$159K (Glassdoor est.),"Vinsari LLC
2.5","San Francisco, CA",51 to 200 employees,Other Organization,-1,-1
1949,Market Data Services Analyst,$93K-$159K (Glassdoor est.),"Evolver, Inc.
3.2","San Francisco, CA",201 to 500 employees,Company - Private,IT Services,Information Technology
1950,"Financial Data Analyst, FP&A and Accounting",$93K-$159K (Glassdoor est.),"Lyft
3.7","San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology
1951,Loan Data Analyst,$93K-$159K (Glassdoor est.),"First Republic Bank
3.7","San Francisco, CA",1001 to 5000 employees,Company - Public,Banks & Credit Unions,Finance
1952,Data and Policy Analyst IV,$93K-$159K (Glassdoor est.),"Acumen
3.2","Burlingame, CA",201 to 500 employees,Company - Private,Federal Agencies,Government
1953,DATA Analyst-Remote,$93K-$159K (Glassdoor est.),"Software Guidance & Assistance
3.7","San Francisco, CA",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services
1954,Business Data Analyst,$93K-$159K (Glassdoor est.),"Scale AI
3.2","San Francisco, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology
